Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5098,..,2
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6001,10,1
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6001,..,3
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6002,15,1
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6002,..,3
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6003,23,1
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6004,7,1
2022,6,Gràcia,28,Vallcarca i els Penitents,114,6004,..,3
2022,6,Gràcia,28,Vallcarca i els Penitents,115,6006,7,1
2022,6,Gràcia,28,Vallcarca i els Penitents,115,6007,7,1
2022,6,Gràcia,28,Vallcarca i els Penitents,115,6007,..,3
2022,6,Gràcia,28,Vallcarca i els Penitents,115,6008,28,1
2022,6,Gràcia,28,Vallcarca i els Penitents,116,6009,8,1
2022,6,Gràcia,28,Vallcarca i els Penitents,116,6010,9,1
2022,6,Gràcia,28,Vallcarca i els Penitents,117,6011,11,1
2022,6,Gràcia,28,Vallcarca i els Penitents,117,6012,21,1
2022,6,Gràcia,29,el Coll,118,6013,12,1
2022,6,Gràcia,29,el Coll,118,6014,8,1
2022,6,Gràcia,29,el Coll,118,6014,..,2
2022,6,Gràcia,29,el Coll,118,6014,..,3
2022,6,Gràcia,29,el Coll,118,6015,15,1
2022,6,Gràcia,29,el Coll,118,6015,..,3
2022,6,Gràcia,29,el Coll,118,6016,7,1
2022,6,Gràcia,29,el Coll,118,6017,18,1
2022,6,Gràcia,29,el Coll,118,6017,..,3
2022,6,Gràcia,30,la Salut,119,6018,7,1
2022,6,Gràcia,30,la Salut,119,6018,..,3
2022,6,Gràcia,30,la Salut,119,6019,20,1
2022,6,Gràcia,30,la Salut,119,6020,11,1
2022,6,Gràcia,30,la Salut,119,6021,8,1
2022,6,Gràcia,30,la Salut,120,6022,24,1
2022,6,Gràcia,30,la Salut,120,6022,..,3
2022,6,Gràcia,30,la Salut,120,6023,17,1
2022,6,Gràcia,30,la Salut,120,6024,19,1
2022,6,Gràcia,30,la Salut,120,6025,19,1
2022,6,Gràcia,30,la Salut,120,6026,11,1
2022,6,Gràcia,30,la Salut,120,6027,17,1
2022,6,Gràcia,31,la Vila de Gràcia,121,6028,7,1
2022,6,Gràcia,31,la Vila de Gràcia,121,6029,16,1
2022,6,Gràcia,31,la Vila de Gràcia,121,6030,10,1
2022,6,Gràcia,31,la Vila de Gràcia,121,6031,7,1
2022,6,Gràcia,31,la Vila de Gràcia,121,6032,..,1
2022,6,Gràcia,31,la Vila de Gràcia,122,6033,10,1
2022,6,Gràcia,31,la Vila de Gràcia,122,6034,13,1
2022,6,Gràcia,31,la Vila de Gràcia,122,6035,12,1
2022,6,Gràcia,31,la Vila de Gràcia,122,6036,28,1
2022,6,Gràcia,31,la Vila de Gràcia,123,6037,8,1
2022,6,Gràcia,31,la Vila de Gràcia,123,6038,19,1
2022,6,Gràcia,31,la Vila de Gràcia,123,6039,10,1
2022,6,Gràcia,31,la Vila de Gràcia,123,6039,..,2
2022,6,Gràcia,31,la Vila de Gràcia,123,6039,..,3
2022,6,Gràcia,31,la Vila de Gràcia,124,6040,22,1
2022,6,Gràcia,31,la Vila de Gràcia,124,6041,13,1
2022,6,Gràcia,31,la Vila de Gràcia,124,6042,12,1
2022,6,Gràcia,31,la Vila de Gràcia,124,6042,..,2
2022,6,Gràcia,31,la Vila de Gràcia,125,6043,12,1
2022,6,Gràcia,31,la Vila de Gràcia,125,6044,6,1
2022,6,Gràcia,31,la Vila de Gràcia,126,6045,7,1
2022,6,Gràcia,31,la Vila de Gràcia,126,6045,..,2
2022,6,Gràcia,31,la Vila de Gràcia,126,6046,9,1
2022,6,Gràcia,31,la Vila de Gràcia,126,6047,8,1
2022,6,Gràcia,31,la Vila de Gràcia,126,6048,8,1
2022,6,Gràcia,31,la Vila de Gràcia,127,6049,11,1
2022,6,Gràcia,31,la Vila de Gràcia,127,6050,9,1
2022,6,Gràcia,31,la Vila de Gràcia,127,6051,18,1
2022,6,Gràcia,31,la Vila de Gràcia,127,6051,..,2
2022,6,Gràcia,31,la Vila de Gràcia,128,6052,9,1
2022,6,Gràcia,31,la Vila de Gràcia,128,6053,13,1
2022,6,Gràcia,31,la Vila de Gràcia,128,6054,10,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6055,22,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6056,6,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6057,11,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6058,12,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6058,..,2
2022,6,Gràcia,31,la Vila de Gràcia,129,6059,13,1
2022,6,Gràcia,31,la Vila de Gràcia,129,6059,..,3
2022,6,Gràcia,31,la Vila de Gràcia,130,6060,16,1
2022,6,Gràcia,31,la Vila de Gràcia,130,6061,13,1
2022,6,Gràcia,31,la Vila de Gràcia,130,6062,8,1
2022,6,Gràcia,31,la Vila de Gràcia,130,6063,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6064,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6064,..,2
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6065,8,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6066,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6067,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6068,13,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6069,9,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6070,20,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6071,11,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6072,15,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6073,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6074,13,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6075,13,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6075,..,3
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6076,15,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6077,7,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6077,..,3
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6078,12,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6079,..,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6080,13,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6081,13,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,24,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,..,2
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,..,3
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6083,21,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6084,20,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6085,11,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6086,5,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6087,17,1
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6088,14,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7001,50,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7002,13,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7003,7,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7004,10,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7005,21,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7006,..,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7006,..,2
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7007,40,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7007,..,3
2022,7,Horta-Guinardó,33,el Baix Guinardó,135,7008,31,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7009,9,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7010,23,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7010,..,3
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7011,6,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7012,12,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,136,7013,9,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7014,17,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7014,..,3
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7015,12,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7016,14,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7017,13,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7018,15,1
2022,7,Horta-Guinardó,33,el Baix Guinardó,137,7019,13,1
2022,7,Horta-Guinardó,34,Can Baró,138,7020,9,1
2022,7,Horta-Guinardó,34,Can Baró,138,7021,11,1
2022,7,Horta-Guinardó,34,Can Baró,138,7022,13,1
2022,7,Horta-Guinardó,34,Can Baró,138,7023,9,1
2022,7,Horta-Guinardó,34,Can Baró,138,7024,14,1
2022,7,Horta-Guinardó,34,Can Baró,138,7025,18,1
2022,7,Horta-Guinardó,34,Can Baró,138,7026,19,1
2022,7,Horta-Guinardó,35,el Guinardó,139,7027,16,1
2022,7,Horta-Guinardó,35,el Guinardó,139,7027,..,2
2022,7,Horta-Guinardó,35,el Guinardó,139,7027,..,3
2022,7,Horta-Guinardó,35,el Guinardó,139,7028,5,1
2022,7,Horta-Guinardó,35,el Guinardó,139,7028,..,3
2022,7,Horta-Guinardó,35,el Guinardó,139,7029,18,1
2022,7,Horta-Guinardó,35,el Guinardó,139,7029,..,3
2022,7,Horta-Guinardó,35,el Guinardó,139,7030,7,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7031,11,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7031,..,3
2022,7,Horta-Guinardó,35,el Guinardó,140,7032,11,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7033,20,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7034,13,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7034,..,3
2022,7,Horta-Guinardó,35,el Guinardó,140,7035,16,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7035,..,3
2022,7,Horta-Guinardó,35,el Guinardó,140,7036,12,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7036,..,3
2022,7,Horta-Guinardó,35,el Guinardó,140,7037,19,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7037,..,2
2022,7,Horta-Guinardó,35,el Guinardó,140,7038,13,1
2022,7,Horta-Guinardó,35,el Guinardó,140,7038,..,3
2022,7,Horta-Guinardó,35,el Guinardó,141,7039,13,1
2022,7,Horta-Guinardó,35,el Guinardó,141,7040,13,1
2022,7,Horta-Guinardó,35,el Guinardó,141,7041,18,1
2022,7,Horta-Guinardó,35,el Guinardó,142,7042,15,1
2022,7,Horta-Guinardó,35,el Guinardó,142,7043,14,1
2022,7,Horta-Guinardó,35,el Guinardó,142,7044,19,1
2022,7,Horta-Guinardó,35,el Guinardó,142,7045,21,1
2022,7,Horta-Guinardó,35,el Guinardó,142,7046,21,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7047,11,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7048,9,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7049,14,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7050,9,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7051,16,1
2022,7,Horta-Guinardó,35,el Guinardó,143,7051,..,3
2022,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,16,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,20,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,10,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,11,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,12,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,5,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,..,2
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,..,3
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,11,1
2022,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,..,3
2022,7,Horta-Guinardó,37,el Carmel,146,7059,12,1
2022,7,Horta-Guinardó,37,el Carmel,146,7060,16,1
2022,7,Horta-Guinardó,37,el Carmel,146,7060,..,3
2022,7,Horta-Guinardó,37,el Carmel,147,7061,9,1
2022,7,Horta-Guinardó,37,el Carmel,147,7062,..,1
2022,7,Horta-Guinardó,37,el Carmel,147,7063,14,1
2022,7,Horta-Guinardó,37,el Carmel,147,7064,19,1
2022,7,Horta-Guinardó,37,el Carmel,147,7065,10,1
2022,7,Horta-Guinardó,37,el Carmel,147,7066,11,1
2022,7,Horta-Guinardó,37,el Carmel,147,7067,14,1
2022,7,Horta-Guinardó,37,el Carmel,147,7068,8,1
2022,7,Horta-Guinardó,37,el Carmel,147,7069,13,1
2022,7,Horta-Guinardó,37,el Carmel,147,7070,12,1
2022,7,Horta-Guinardó,37,el Carmel,147,7070,..,3
2022,7,Horta-Guinardó,37,el Carmel,148,7071,12,1
2022,7,Horta-Guinardó,37,el Carmel,148,7072,13,1
2022,7,Horta-Guinardó,37,el Carmel,148,7073,10,1
2022,7,Horta-Guinardó,37,el Carmel,148,7074,17,1
2022,7,Horta-Guinardó,37,el Carmel,148,7075,24,1
2022,7,Horta-Guinardó,37,el Carmel,148,7075,..,2
2022,7,Horta-Guinardó,37,el Carmel,148,7076,18,1
2022,7,Horta-Guinardó,37,el Carmel,148,7077,6,1
2022,7,Horta-Guinardó,37,el Carmel,148,7078,12,1
2022,7,Horta-Guinardó,37,el Carmel,148,7079,13,1
2022,7,Horta-Guinardó,37,el Carmel,148,7079,..,3
2022,7,Horta-Guinardó,37,el Carmel,148,7080,10,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7081,18,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7082,11,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7082,..,3
2022,7,Horta-Guinardó,38,la Teixonera,149,7083,8,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7084,13,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7085,18,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7085,..,2
2022,7,Horta-Guinardó,38,la Teixonera,149,7086,12,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7087,10,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7088,10,1
2022,7,Horta-Guinardó,38,la Teixonera,149,7088,..,3
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,12,1
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,20,1
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,..,2
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,..,3
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,12,1
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,22,1
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,13,1
2022,7,Horta-Guinardó,40,Montbau,151,7094,28,1
2022,7,Horta-Guinardó,40,Montbau,151,7095,15,1
2022,7,Horta-Guinardó,40,Montbau,151,7095,..,2
2022,7,Horta-Guinardó,40,Montbau,151,7095,..,3
2022,7,Horta-Guinardó,40,Montbau,151,7096,14,1
2022,7,Horta-Guinardó,40,Montbau,151,7096,..,3
2022,7,Horta-Guinardó,40,Montbau,151,7097,40,1
2022,7,Horta-Guinardó,40,Montbau,151,7097,..,3
2022,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,17,1
2022,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,9,1
2022,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,15,1
2022,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,31,1
2022,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,..,2
2022,7,Horta-Guinardó,42,la Clota,153,7102,..,1
2022,7,Horta-Guinardó,43,Horta,154,7103,9,1
2022,7,Horta-Guinardó,43,Horta,154,7104,14,1
2022,7,Horta-Guinardó,43,Horta,154,7104,..,2
2022,7,Horta-Guinardó,43,Horta,154,7104,..,3
2022,7,Horta-Guinardó,43,Horta,154,7105,9,1
2022,7,Horta-Guinardó,43,Horta,154,7106,19,1
2022,7,Horta-Guinardó,43,Horta,154,7107,9,1
2022,7,Horta-Guinardó,43,Horta,154,7108,11,1
2022,7,Horta-Guinardó,43,Horta,154,7109,22,1
2022,7,Horta-Guinardó,43,Horta,154,7110,33,1
2022,7,Horta-Guinardó,43,Horta,154,7111,16,1
2022,7,Horta-Guinardó,43,Horta,155,7112,14,1
2022,7,Horta-Guinardó,43,Horta,155,7112,..,2
2022,7,Horta-Guinardó,43,Horta,155,7113,10,1
2022,7,Horta-Guinardó,43,Horta,155,7114,13,1
2022,7,Horta-Guinardó,43,Horta,155,7115,14,1
2022,7,Horta-Guinardó,43,Horta,155,7116,12,1
2022,7,Horta-Guinardó,43,Horta,155,7117,11,1
2022,7,Horta-Guinardó,43,Horta,155,7117,..,3
2022,7,Horta-Guinardó,43,Horta,155,7118,5,1
2022,7,Horta-Guinardó,43,Horta,156,7119,19,1
2022,7,Horta-Guinardó,43,Horta,156,7119,..,3
2022,7,Horta-Guinardó,43,Horta,156,7120,32,1
2022,7,Horta-Guinardó,43,Horta,156,7121,15,1
2022,7,Horta-Guinardó,43,Horta,156,7122,17,1
2022,7,Horta-Guinardó,43,Horta,156,7123,13,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,11,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,11,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,10,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,14,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,16,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,15,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,..,3
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,18,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,15,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,23,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,15,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,..,3
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,16,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,23,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,18,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,15,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,22,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,14,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,16,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,15,1
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,24,1
2022,8,Nou Barris,45,Porta,161,8020,13,1
2022,8,Nou Barris,45,Porta,161,8021,15,1
2022,8,Nou Barris,45,Porta,161,8021,..,3
2022,8,Nou Barris,45,Porta,161,8022,7,1
2022,8,Nou Barris,45,Porta,161,8023,17,1
2022,8,Nou Barris,45,Porta,161,8024,6,1
2022,8,Nou Barris,45,Porta,161,8025,15,1
2022,8,Nou Barris,45,Porta,161,8026,24,1
2022,8,Nou Barris,45,Porta,162,8027,15,1
2022,8,Nou Barris,45,Porta,162,8028,7,1
2022,8,Nou Barris,45,Porta,162,8029,23,1
2022,8,Nou Barris,45,Porta,162,8030,8,1
2022,8,Nou Barris,45,Porta,163,8031,13,1
2022,8,Nou Barris,45,Porta,163,8032,6,1
2022,8,Nou Barris,45,Porta,163,8033,11,1
2022,8,Nou Barris,45,Porta,163,8034,20,1
2022,8,Nou Barris,45,Porta,163,8035,34,1
2022,8,Nou Barris,45,Porta,163,8035,..,3
2022,8,Nou Barris,45,Porta,163,8036,15,1
2022,8,Nou Barris,45,Porta,163,8036,..,3
2022,8,Nou Barris,45,Porta,163,8037,16,1
2022,8,Nou Barris,45,Porta,163,8037,..,3
2022,8,Nou Barris,46,el Turó de la Peira,164,8038,16,1
2022,8,Nou Barris,46,el Turó de la Peira,164,8038,..,3
2022,8,Nou Barris,46,el Turó de la Peira,164,8039,16,1
2022,8,Nou Barris,46,el Turó de la Peira,164,8040,15,1
2022,8,Nou Barris,46,el Turó de la Peira,164,8041,12,1
2022,8,Nou Barris,46,el Turó de la Peira,164,8041,..,3
2022,8,Nou Barris,46,el Turó de la Peira,164,8042,15,1
2022,8,Nou Barris,46,el Turó de la Peira,164,8042,..,3
2022,8,Nou Barris,46,el Turó de la Peira,164,8043,18,1
2022,8,Nou Barris,46,el Turó de la Peira,165,8044,21,1
2022,8,Nou Barris,46,el Turó de la Peira,165,8045,15,1
2022,8,Nou Barris,46,el Turó de la Peira,165,8045,..,3
2022,8,Nou Barris,46,el Turó de la Peira,165,8046,19,1
2022,8,Nou Barris,46,el Turó de la Peira,165,8047,22,1
2022,8,Nou Barris,47,Can Peguera,166,8048,20,1
2022,8,Nou Barris,47,Can Peguera,166,8049,14,1
2022,8,Nou Barris,47,Can Peguera,166,8049,..,3
2022,8,Nou Barris,48,la Guineueta,167,8050,17,1
2022,8,Nou Barris,48,la Guineueta,167,8051,..,1
2022,8,Nou Barris,48,la Guineueta,167,8052,16,1
2022,8,Nou Barris,48,la Guineueta,167,8053,18,1
2022,8,Nou Barris,48,la Guineueta,167,8054,18,1
2022,8,Nou Barris,48,la Guineueta,167,8054,..,3
2022,8,Nou Barris,48,la Guineueta,167,8055,18,1
2022,8,Nou Barris,48,la Guineueta,167,8215,16,1
2022,8,Nou Barris,48,la Guineueta,168,8056,17,1
2022,8,Nou Barris,48,la Guineueta,168,8057,23,1
2022,8,Nou Barris,48,la Guineueta,168,8058,25,1
2022,8,Nou Barris,48,la Guineueta,168,8059,13,1
2022,8,Nou Barris,49,Canyelles,169,8060,10,1
2022,8,Nou Barris,49,Canyelles,169,8061,20,1
2022,8,Nou Barris,49,Canyelles,169,8061,..,3
2022,8,Nou Barris,49,Canyelles,169,8062,8,1
2022,8,Nou Barris,49,Canyelles,169,8063,10,1
2022,8,Nou Barris,49,Canyelles,169,8063,..,2
2022,8,Nou Barris,49,Canyelles,169,8064,25,1
2022,8,Nou Barris,50,les Roquetes,170,8065,17,1
2022,8,Nou Barris,50,les Roquetes,170,8065,..,3
2022,8,Nou Barris,50,les Roquetes,170,8066,13,1
2022,8,Nou Barris,50,les Roquetes,170,8066,..,3
2022,8,Nou Barris,50,les Roquetes,170,8067,15,1
2022,8,Nou Barris,50,les Roquetes,170,8068,10,1
2022,8,Nou Barris,50,les Roquetes,170,8069,12,1
2022,8,Nou Barris,50,les Roquetes,171,8070,15,1
2022,8,Nou Barris,50,les Roquetes,171,8071,12,1
2022,8,Nou Barris,50,les Roquetes,171,8072,6,1
2022,8,Nou Barris,50,les Roquetes,171,8073,16,1
2022,8,Nou Barris,50,les Roquetes,171,8074,6,1
2022,8,Nou Barris,51,Verdun,172,8075,24,1
2022,8,Nou Barris,51,Verdun,172,8075,..,3
2022,8,Nou Barris,51,Verdun,172,8076,24,1
2022,8,Nou Barris,51,Verdun,172,8077,18,1
2022,8,Nou Barris,51,Verdun,172,8077,..,3
2022,8,Nou Barris,51,Verdun,173,8078,27,1
2022,8,Nou Barris,51,Verdun,173,8079,11,1
2022,8,Nou Barris,51,Verdun,173,8080,14,1
2022,8,Nou Barris,51,Verdun,173,8081,11,1
2022,8,Nou Barris,51,Verdun,173,8081,..,3
2022,8,Nou Barris,51,Verdun,173,8082,21,1
2022,8,Nou Barris,52,la Prosperitat,174,8083,9,1
2022,8,Nou Barris,52,la Prosperitat,174,8084,23,1
2022,8,Nou Barris,52,la Prosperitat,174,8085,8,1
